leuk_attr apop_attr Hamming_Distance Percent_accuracy
is_034462 is_005121 0.375 62.5
is_034462 is_005163 0.5 50.0
is_034462 is_005188 0.5 50.0
is_034462 is_005334 0.25 75.0
is_034462 is_005421 0.25 75.0
is_034462 is_005488 0.625 37.5
is_034462 is_005497 0.5 50.0
is_034462 is_005737 0.5 50.0
is_034462 is_005763 0.625 37.5
is_034462 is_005802 0.125 87.5
is_034462 is_005803 0.5 50.0
is_034462 is_005806 0.5 50.0
is_034462 is_005937 0.5 50.0
is_034462 is_005993 0.75 25.0
is_034462 is_006086 0.5 50.0
is_034462 is_006372 0.5 50.0
is_034462 is_006374 0.25 75.0
is_034462 is_006523 0.375 62.5
is_034462 is_006653 0.5 50.0
is_034462 is_006713 0.375 62.5
is_034462 is_006817 0.375 62.5
is_034462 is_006881 0.5 50.0
is_034462 is_006918 0.625 37.5
is_034462 is_006948 0.5 50.0
is_034462 is_006974 0.5 50.0
is_034462 is_006993 0.625 37.5
is_034462 is_007004 0.5 50.0
is_034462 is_007088 0.5 50.0
is_034462 is_007095 0.75 25.0
is_034462 is_007134 0.25 75.0
is_034462 is_007153 0.75 25.0
is_034462 is_007167 0.5 50.0
is_034462 is_007243 0.375 62.5
is_034462 is_007245 0.125 87.5
is_034462 is_007250 0.375 62.5
is_034462 is_007262 0.375 62.5
is_034462 is_007272 0.5 50.0
is_034462 is_007280 0.5 50.0
is_034462 is_007423 0.75 25.0
is_034462 is_007434 0.375 62.5
is_034462 is_007446 0.625 37.5
is_034462 is_007480 0.625 37.5
is_034462 is_007533 0.25 75.0
is_034462 is_007573 0.5 50.0
is_034462 is_007606 0.375 62.5
is_034462 is_007709 0.25 75.0
is_034462 is_007765 0.5 50.0
is_034462 is_007888 0.5 50.0
is_034462 is_007912 0.5 50.0
is_034462 is_008006 0.375 62.5
is_034462 is_008012 0.25 75.0
is_034462 is_008246 0.375 62.5
is_034462 is_008289 0.5 50.0
is_034462 is_008296 0.375 62.5
is_034462 is_008347 0.5 50.0
is_034462 is_008567 0.5 50.0
is_034462 is_008688 0.25 75.0
is_034462 is_008713 0.375 62.5
is_034462 is_008741 0.625 37.5
is_034462 is_008767 0.5 50.0
is_034462 is_008769 0.75 25.0
is_034462 is_009036 0.625 37.5
is_034462 is_009061 0.375 62.5
is_034462 is_009111 0.375 62.5
is_034462 is_009175 0.25 75.0
is_034462 is_009197 0.375 62.5
is_034462 is_009408 0.375 62.5
is_034462 is_009488 0.5 50.0
is_034462 is_009511 0.375 62.5
is_034462 is_009526 0.375 62.5
is_034462 is_009604 0.25 75.0
is_034462 is_009617 0.375 62.5
is_034462 is_009705 0.375 62.5
is_034462 is_009714 0.625 37.5
is_034462 is_009859 0.25 75.0
is_034462 is_009928 0.125 87.5
is_034462 is_010013 0.5 50.0
is_034462 is_010017 0.75 25.0
is_034462 is_010019 0.25 75.0
is_034462 is_010025 0.375 62.5
is_034462 is_010046 0.5 50.0
is_034462 is_010138 0.5 50.0
is_034462 is_010273 0.625 37.5
is_034462 is_010383 0.25 75.0
is_034462 is_010531 0.5 50.0
is_034462 is_010533 0.75 25.0
is_034462 is_010601 0.375 62.5
is_034462 is_010608 0.25 75.0
is_034462 is_010628 0.375 62.5
is_034462 is_010634 0.5 50.0
is_034462 is_010640 0.5 50.0
is_034462 is_010681 0.75 25.0
is_034462 is_010787 0.375 62.5
is_034462 is_010840 0.75 25.0
is_034462 is_010917 0.5 50.0
is_034462 is_010953 0.25 75.0
is_034462 is_011004 0.375 62.5
is_034462 is_011042 0.5 50.0
is_034462 is_011049 0.25 75.0
is_034462 is_011053 0.375 62.5
is_034462 is_011084 0.25 75.0
is_034462 is_011115 0.375 62.5
is_034462 is_011249 0.5 50.0
is_034462 is_011300 0.75 25.0
is_034462 is_011307 0.375 62.5
is_034462 is_011384 0.625 37.5
is_034462 is_011394 0.5 50.0
is_034462 is_011546 0.625 37.5
is_034462 is_011760 0.625 37.5
is_034462 is_011771 0.5 50.0
is_034462 is_011824 0.25 75.0
is_034462 is_011836 0.375 62.5
is_034462 is_011860 0.625 37.5
is_034462 is_012215 0.5 50.0
is_034462 is_012349 0.25 75.0
is_034462 is_012367 0.25 75.0
is_034462 is_012472 0.5 50.0
is_034462 is_012507 0.375 62.5
is_034462 is_012590 0.125 87.5
is_034462 is_012626 0.25 75.0
is_034462 is_012728 0.5 50.0
is_034462 is_012782 0.5 50.0
is_034462 is_012825 0.125 87.5
is_034462 is_013052 0.5 50.0
is_034462 is_013153 0.25 75.0
is_034462 is_013176 0.625 37.5
is_034462 is_013250 0.625 37.5
is_034462 is_013396 0.375 62.5
is_034462 is_013399 0.5 50.0
is_034462 is_013495 0.125 87.5
is_034462 is_013608 0.375 62.5
is_034462 is_013647 0.625 37.5
is_034462 is_013673 0.5 50.0
is_034462 is_013722 0.25 75.0
is_034462 is_013813 0.375 62.5
is_034462 is_014213 0.625 37.5
is_034462 is_014256 0.375 62.5
is_034462 is_014365 0.25 75.0
is_034462 is_014397 0.375 62.5
is_034462 is_014498 0.375 62.5
is_034462 is_014647 0.25 75.0
is_034462 is_014674 0.25 75.0
is_034462 is_014870 0.625 37.5
is_034462 is_014922 0.5 50.0
is_034462 is_014924 0.5 50.0
is_034462 is_014949 0.25 75.0
is_034462 is_015165 0.625 37.5
is_034462 is_015206 0.375 62.5
is_034462 is_015308 0.25 75.0
is_034462 is_015479 0.25 75.0
is_034462 is_015576 0.375 62.5
is_034462 is_015577 0.125 87.5
is_034462 is_015629 0.125 87.5
is_034462 is_015858 0.25 75.0
is_034462 is_015910 0.125 87.5
is_034462 is_015989 0.5 50.0
is_034462 is_016043 0.5 50.0
is_034462 is_016060 0.5 50.0
is_034462 is_016086 0.5 50.0
is_034462 is_016233 0.5 50.0
is_034462 is_016308 0.125 87.5
is_034462 is_016353 0.25 75.0
is_034462 is_016399 0.25 75.0
is_034462 is_016439 0.5 50.0
is_034462 is_016445 0.625 37.5
is_034462 is_016475 0.25 75.0
is_034462 is_016487 0.125 87.5
is_034462 is_016499 0.125 87.5
is_034462 is_016827 0.375 62.5
is_034462 is_016883 0.25 75.0
is_034462 is_016912 0.375 62.5
is_034462 is_016999 0.875 12.5
is_034462 is_017049 0.25 75.0
is_034462 is_017122 0.125 87.5
is_034462 is_017228 0.625 37.5
is_034462 is_017256 0.625 37.5
is_034462 is_017300 0.5 50.0
is_034462 is_017319 0.5 50.0
is_034462 is_017325 0.375 62.5
is_034462 is_017577 0.75 25.0
is_034462 is_017921 0.125 87.5
is_034462 is_017927 0.375 62.5
is_034462 is_017999 0.25 75.0
is_034462 is_018151 0.25 75.0
is_034462 is_018212 0.5 50.0
is_034462 is_018215 0.375 62.5
is_034462 is_018496 0.375 62.5
is_034462 is_018564 0.375 62.5
is_034462 is_018583 0.5 50.0
is_034462 is_018657 0.5 50.0
is_034462 is_018662 0.5 50.0
is_034462 is_018705 0.75 25.0
is_034462 is_018751 0.625 37.5
is_034462 is_018781 0.625 37.5
is_034462 is_018799 0.375 62.5
is_034462 is_018993 0.375 62.5
is_034462 is_019001 0.375 62.5
is_034462 is_019049 0.625 37.5
is_034462 is_019072 0.375 62.5
is_034462 is_019088 0.5 50.0
is_034462 is_019149 0.375 62.5
is_034462 is_019302 0.625 37.5
is_034462 is_019420 0.25 75.0
is_034462 is_019424 0.625 37.5
is_034462 is_019584 0.25 75.0
is_034462 is_019620 0.5 50.0
is_034462 is_019725 0.25 75.0
is_034462 is_019840 0.375 62.5
is_034462 is_019866 0.25 75.0
is_034462 is_020018 0.375 62.5
is_034462 is_020108 0.375 62.5
is_034462 is_020127 0.5 50.0
is_034462 is_020254 0.375 62.5
is_034462 is_020290 0.5 50.0
is_034462 is_020409 0.5 50.0
is_034462 is_020432 0.375 62.5
is_034462 is_020517 0.5 50.0
is_034462 is_020540 0.0 100.0
is_034462 is_020633 0.5 50.0
is_034462 is_020672 0.5 50.0
is_034462 is_020714 0.375 62.5
is_034462 is_020752 0.25 75.0
is_034462 is_020802 0.5 50.0
is_034462 is_020830 0.375 62.5
is_034462 is_020885 0.25 75.0
is_034462 is_021162 0.25 75.0
is_034462 is_021226 0.25 75.0
is_034462 is_021369 0.5 50.0
is_034462 is_021420 0.125 87.5
is_034462 is_021473 0.375 62.5
is_034462 is_021491 0.875 12.5
is_034462 is_021537 0.125 87.5
is_034462 is_021596 0.625 37.5
is_034462 is_021653 0.625 37.5
is_034462 is_021826 0.75 25.0
is_034462 is_021841 0.25 75.0
is_034462 is_021887 0.5 50.0
is_034462 is_022166 0.375 62.5
is_034462 is_022178 0.5 50.0
is_034462 is_022200 0.5 50.0
is_034462 is_022218 0.5 50.0
is_034462 is_022297 0.5 50.0
is_034462 is_022473 0.5 50.0
is_034462 is_022532 0.5 50.0
is_034462 is_022575 0.375 62.5
is_034462 is_022670 0.375 62.5
is_034462 is_022838 0.5 50.0
is_034462 is_022918 0.125 87.5
is_034462 is_022919 0.25 75.0
is_034462 is_023034 0.25 75.0
is_034462 is_023044 0.375 62.5
is_034462 is_023276 0.5 50.0
is_034462 is_023400 0.25 75.0
is_034462 is_023403 0.5 50.0
is_034462 is_023419 0.125 87.5
is_034462 is_023476 0.25 75.0
is_034462 is_023499 0.375 62.5
is_034462 is_023522 0.5 50.0
is_034462 is_023709 0.375 62.5
is_034462 is_023768 0.375 62.5
is_034462 is_023873 0.25 75.0
is_034462 is_023879 0.5 50.0
is_034462 is_023888 0.5 50.0
is_034462 is_023906 0.5 50.0
is_034462 is_024029 0.25 75.0
is_034462 is_024068 0.25 75.0
is_034462 is_024245 0.375 62.5
is_034462 is_024495 0.0 100.0
is_034462 is_024522 0.25 75.0
is_034462 is_024555 0.5 50.0
is_034462 is_024561 0.5 50.0
is_034462 is_024590 0.625 37.5
is_034462 is_024696 0.25 75.0
is_034462 is_024833 0.5 50.0
is_034462 is_024879 0.5 50.0
is_034462 is_024956 0.25 75.0
is_034462 is_025098 0.375 62.5
is_034462 is_025160 0.375 62.5
is_034462 is_025182 0.375 62.5
is_034462 is_025209 0.375 62.5
is_034462 is_025325 0.25 75.0
is_034462 is_025453 0.5 50.0
is_034462 is_025489 0.625 37.5
is_034462 is_025510 0.25 75.0
is_034462 is_025574 0.25 75.0
is_034462 is_025575 0.25 75.0
is_034462 is_025657 0.25 75.0
is_034462 is_025721 0.375 62.5
is_034462 is_025756 0.375 62.5
is_034462 is_025773 0.125 87.5
is_034462 is_025781 0.375 62.5
is_034462 is_025979 0.75 25.0
is_034462 is_026059 0.5 50.0
is_034462 is_026092 0.5 50.0
is_034462 is_026198 0.25 75.0
is_034462 is_026202 0.25 75.0
is_034462 is_026230 0.5 50.0
is_034462 is_026351 0.25 75.0
is_034462 is_026456 0.375 62.5
is_034462 is_026540 0.375 62.5
is_034462 is_026555 0.375 62.5
is_034462 is_026592 0.375 62.5
is_034462 is_026652 0.375 62.5
is_034462 is_026790 0.0 100.0
is_034462 is_026839 0.125 87.5
is_034462 is_027202 0.25 75.0
is_034462 is_027271 0.25 75.0
is_034462 is_027280 0.125 87.5
is_034462 is_027323 0.5 50.0
is_034462 is_027370 0.75 25.0
is_034462 is_027447 0.25 75.0
is_034462 is_027520 0.625 37.5
is_034462 is_027533 0.5 50.0
is_034462 is_027614 0.375 62.5
is_034462 is_027717 0.5 50.0
is_034462 is_027825 0.75 25.0
is_034462 is_027840 0.5 50.0
is_034462 is_027882 0.125 87.5
is_034462 is_027960 0.5 50.0
is_034462 is_028035 0.125 87.5
is_034462 is_028069 0.375 62.5
is_034462 is_028087 0.375 62.5
is_034462 is_028103 0.5 50.0
is_034462 is_028116 0.5 50.0
is_034462 is_028286 0.5 50.0
is_034462 is_028290 0.25 75.0
is_034462 is_028308 0.375 62.5
is_034462 is_028592 0.5 50.0
is_034462 is_028691 0.5 50.0
is_034462 is_028856 0.25 75.0
is_034462 is_028901 0.375 62.5
is_034462 is_028953 0.5 50.0
is_034462 is_029080 0.5 50.0
is_034462 is_029127 0.25 75.0
is_034462 is_029222 0.5 50.0
is_034462 is_029223 0.375 62.5
is_034462 is_029304 0.5 50.0
is_034462 is_029321 0.375 62.5
is_034462 is_029390 0.625 37.5
is_034462 is_029398 0.375 62.5
is_034462 is_029510 0.375 62.5
is_034462 is_029667 0.25 75.0
is_034462 is_029675 0.5 50.0
is_034462 is_029736 0.75 25.0
is_034462 is_029737 0.125 87.5
is_034462 is_029829 0.5 50.0
is_034462 is_029866 0.375 62.5
is_034462 is_029927 0.5 50.0
is_034462 is_030023 0.5 50.0
is_034462 is_030259 0.5 50.0
is_034462 is_030390 0.375 62.5
is_034462 is_030411 0.375 62.5
is_034462 is_030524 0.25 75.0
is_034462 is_030732 0.375 62.5
is_034462 is_030848 0.375 62.5
is_034462 is_031025 0.625 37.5
is_034462 is_031301 0.5 50.0
is_034462 is_031385 0.5 50.0
is_034462 is_031563 0.5 50.0
is_034462 is_031599 0.625 37.5
is_034462 is_031686 0.625 37.5
is_034462 is_031908 0.125 87.5
is_034462 is_031956 0.375 62.5
is_034462 is_032033 0.375 62.5
is_034462 is_032042 0.5 50.0
is_034462 is_032128 0.125 87.5
is_034462 is_032148 0.25 75.0
is_034462 is_032284 0.25 75.0
is_034462 is_032329 0.375 62.5
is_034462 is_032438 0.375 62.5
is_034462 is_032506 0.375 62.5
is_034462 is_032586 0.25 75.0
is_034462 is_032637 0.375 62.5
is_034462 is_032653 0.5 50.0
is_034462 is_032771 0.125 87.5
is_034462 is_032792 0.375 62.5
is_034462 is_032861 0.125 87.5
is_034462 is_032952 0.25 75.0
is_034462 is_033036 0.125 87.5
is_034462 is_033201 0.25 75.0
is_034462 is_033369 0.25 75.0
is_034462 is_033377 0.625 37.5
is_034462 is_033424 0.375 62.5
is_034462 is_033445 0.25 75.0
is_034462 is_033529 0.25 75.0
is_034462 is_033536 0.25 75.0
is_034462 is_033547 0.375 62.5
is_034462 is_033548 0.5 50.0
is_034462 is_033555 0.125 87.5
is_034462 is_033596 0.25 75.0
is_034462 is_033610 0.25 75.0
is_034462 is_033616 0.25 75.0
is_034462 is_033686 0.375 62.5
is_034462 is_033703 0.375 62.5
is_034462 is_033747 0.5 50.0
is_034462 is_033852 0.25 75.0
is_034462 is_033895 0.5 50.0
is_034462 is_033952 0.25 75.0
is_034462 is_034059 0.25 75.0
is_034462 is_034196 0.5 50.0
is_034462 is_034246 0.25 75.0
is_034462 is_034385 0.75 25.0
is_034462 is_034430 0.25 75.0
is_034462 is_034446 0.0 100.0
is_034462 is_034485 0.25 75.0
is_034462 is_034581 0.375 62.5
is_034462 is_034648 0.625 37.5
is_034462 is_034695 0.5 50.0
is_034462 is_035020 0.125 87.5
is_034462 is_035062 0.375 62.5
is_034462 is_035073 0.25 75.0
is_034462 is_035133 0.375 62.5
is_034462 is_035135 0.25 75.0
is_034462 is_035246 0.25 75.0
is_034462 is_035255 0.5 50.0
is_034462 is_035272 0.25 75.0
is_034462 is_035440 0.5 50.0
is_034462 is_035443 0.5 50.0
is_034462 is_035445 0.375 62.5
is_034462 is_035466 0.375 62.5
is_034462 is_035489 0.375 62.5
is_034462 is_035562 0.25 75.0
is_034462 is_035770 0.25 75.0
is_034462 is_035872 0.5 50.0
is_034462 is_035883 0.625 37.5
is_034462 is_036086 0.625 37.5
is_034462 is_036088 0.375 62.5
is_034462 is_036254 0.25 75.0
is_034462 is_036272 0.5 50.0
is_034462 is_036560 0.5 50.0
is_034462 is_036706 0.5 50.0
is_034462 is_036790 0.25 75.0
is_034462 is_036870 0.5 50.0
is_034462 is_036923 0.25 75.0
is_034462 is_036980 0.25 75.0
is_034462 is_037027 0.25 75.0
is_034462 is_037045 0.25 75.0
is_034462 is_037089 0.5 50.0
is_034462 is_037122 0.375 62.5
is_034462 is_037160 0.25 75.0
is_034462 is_037171 0.5 50.0
is_034462 is_037186 0.5 50.0
is_034462 is_037372 0.5 50.0
is_034462 is_037396 0.375 62.5
is_034462 is_037429 0.5 50.0
is_034462 is_037610 0.5 50.0
is_034462 is_037684 0.5 50.0
is_034462 is_037710 0.625 37.5
is_034462 is_037742 0.25 75.0
is_034462 is_037817 0.5 50.0
is_034462 is_037842 0.5 50.0
is_034462 is_037978 0.5 50.0
is_034462 is_038034 0.25 75.0
is_034462 is_038202 0.375 62.5
is_034462 is_038272 0.625 37.5
is_034462 is_038405 0.375 62.5
is_034462 is_038450 0.25 75.0
is_034462 is_038554 0.375 62.5
is_034462 is_038751 0.5 50.0
is_034462 is_038900 0.0 100.0
is_034462 is_038934 0.625 37.5
is_034462 is_039103 0.5 50.0
is_034462 is_039224 0.5 50.0
is_034462 is_039348 0.0 100.0
is_034462 is_039377 0.5 50.0
is_034462 is_039379 0.375 62.5
is_034462 is_039427 0.375 62.5
is_034462 is_039475 0.5 50.0
is_034462 is_039506 0.375 62.5
is_034462 is_039548 0.375 62.5
is_034462 is_039592 0.375 62.5
is_034462 is_039603 0.25 75.0
is_034462 is_039708 0.375 62.5
is_034462 is_039891 0.5 50.0
is_034462 is_039912 0.5 50.0
is_034462 is_039936 0.625 37.5
is_034462 is_039987 0.25 75.0
is_034462 is_040015 0.625 37.5
is_034462 is_040252 0.5 50.0
is_034462 is_040334 0.5 50.0
is_034462 is_040400 0.625 37.5
is_034462 is_040408 0.5 50.0
is_034462 is_040444 0.5 50.0
is_034462 is_040458 0.375 62.5
is_034462 is_040699 0.25 75.0
is_034462 is_040707 0.375 62.5
is_034462 is_040708 0.0 100.0
is_034462 is_040738 0.375 62.5
is_034462 is_040809 0.125 87.5
is_034462 is_040813 0.25 75.0
is_034462 is_040847 0.375 62.5
is_034462 is_040882 0.5 50.0
is_034462 is_040894 0.625 37.5
is_034462 is_041017 0.25 75.0
is_034462 is_041278 0.5 50.0
is_034462 is_041360 0.375 62.5
is_034462 is_041466 0.625 37.5
is_034462 is_041471 0.375 62.5
is_034462 is_041480 0.375 62.5
is_034462 is_041517 0.5 50.0
is_034462 is_041532 0.375 62.5
is_034462 is_041541 0.0 100.0
is_034462 is_041679 0.625 37.5
is_034462 is_041875 0.5 50.0
is_034462 is_041919 0.375 62.5
is_034462 is_042014 0.625 37.5
is_034462 is_042017 0.375 62.5
is_034462 is_042097 0.25 75.0
is_034462 is_042124 0.375 62.5
is_034462 is_042227 0.25 75.0
is_034462 is_042256 0.625 37.5
is_034462 is_042281 0.625 37.5
is_034462 is_042294 0.5 50.0
is_034462 is_042414 0.375 62.5
is_034462 is_042461 0.625 37.5
is_034462 is_042527 0.375 62.5
is_034462 is_042549 0.25 75.0
is_034462 is_042680 0.5 50.0
is_034462 is_042702 0.25 75.0
is_034462 is_042792 0.125 87.5
is_034462 is_042908 0.5 50.0
is_034462 is_042924 0.375 62.5
is_034462 is_043022 0.625 37.5
is_034462 is_043216 0.25 75.0
is_034462 is_043430 0.375 62.5
is_034462 is_043486 0.5 50.0
is_034462 is_043564 0.25 75.0
is_034462 is_043741 0.25 75.0
is_034462 is_043961 0.5 50.0
is_034462 is_044149 0.375 62.5
is_034462 is_044180 0.5 50.0
is_034462 is_044295 0.375 62.5
is_034462 is_044383 0.375 62.5
is_034462 is_044428 0.25 75.0
is_034462 is_044447 0.25 75.0
is_034462 is_044815 0.25 75.0
is_034462 is_044836 0.5 50.0
is_034462 is_044980 0.375 62.5
is_034462 is_045198 0.625 37.5
is_034462 is_045217 0.5 50.0
is_034462 is_045380 0.5 50.0
is_034462 is_045386 0.5 50.0
is_034462 is_045427 0.5 50.0
is_034462 is_045454 0.25 75.0
is_034462 is_045490 0.375 62.5
is_034462 is_045611 0.625 37.5
is_034462 is_045624 0.125 87.5
is_034462 is_045719 0.5 50.0
is_034462 is_045734 0.75 25.0
is_034462 is_045801 0.375 62.5
is_034462 is_045837 0.5 50.0
is_034462 is_045857 0.25 75.0
is_034462 is_045886 0.375 62.5
is_034462 is_045938 0.375 62.5
is_034462 is_046052 0.25 75.0
is_034462 is_046125 0.25 75.0
is_034462 is_046126 0.625 37.5
is_034462 is_046174 0.625 37.5
is_034462 is_046510 0.125 87.5
is_034462 is_046644 0.375 62.5
is_034462 is_046668 0.5 50.0
is_034462 is_046686 0.5 50.0
is_034462 is_046697 0.5 50.0
is_034462 is_046714 0.25 75.0
is_034462 is_046720 0.75 25.0
is_034462 is_046743 0.375 62.5
is_034462 is_046896 0.375 62.5
is_034462 is_046984 0.5 50.0
is_034462 is_047031 0.5 50.0
is_034462 is_047041 0.5 50.0
is_034462 is_047114 0.375 62.5
is_034462 is_047146 0.375 62.5
is_034462 is_047150 0.5 50.0
is_034462 is_047170 0.375 62.5
is_034462 is_047240 0.5 50.0
is_034462 is_047257 0.625 37.5
is_034462 is_047266 0.375 62.5
is_034462 is_047280 0.375 62.5
is_034462 is_047311 0.125 87.5
is_034462 is_047359 0.375 62.5
is_034462 is_047369 0.625 37.5
is_034462 is_047375 0.375 62.5
is_034462 is_047442 0.25 75.0
is_034462 is_047520 0.375 62.5
is_034462 is_047581 0.75 25.0
is_034462 is_047613 0.5 50.0
is_034462 is_047625 0.125 87.5
is_034462 is_047637 0.25 75.0
is_034462 is_047715 0.125 87.5
is_034462 is_047873 0.625 37.5
is_034462 is_048300 0.5 50.0
is_034462 is_048313 0.125 87.5
is_034462 is_048413 0.25 75.0
is_034462 is_048652 0.25 75.0
is_034462 is_048765 0.375 62.5
is_034462 is_048809 0.25 75.0
is_034462 is_048868 0.125 87.5
is_034462 is_048953 0.125 87.5
is_034462 is_048981 0.375 62.5
is_034462 is_048989 0.5 50.0
is_034462 is_049006 0.5 50.0
is_034462 is_049056 0.625 37.5
is_034462 is_049141 0.5 50.0
is_034462 is_049161 0.25 75.0
is_034462 is_049174 0.5 50.0
is_034462 is_049180 0.375 62.5
is_034462 is_049227 0.0 100.0
is_034462 is_049244 0.5 50.0
is_034462 is_049260 0.375 62.5
is_034462 is_049294 0.5 50.0
is_034462 is_049420 0.375 62.5
is_034462 is_049492 0.0 100.0
is_034462 is_049525 0.25 75.0
is_034462 is_049622 0.0 100.0
is_034462 is_049731 0.125 87.5
is_034462 is_049734 0.5 50.0
is_034462 is_049768 0.375 62.5
is_034462 is_049874 0.5 50.0
is_034462 is_049951 0.5 50.0
is_034462 is_049962 0.375 62.5
is_034462 is_049972 0.5 50.0
is_034462 is_050014 0.5 50.0
is_034462 is_050029 0.375 62.5
is_034462 is_050050 0.5 50.0
is_034462 is_050155 0.625 37.5
is_034462 is_050197 0.625 37.5
is_034462 is_050276 0.5 50.0
is_034462 is_050302 0.375 62.5
is_034462 is_050449 0.25 75.0
is_034462 is_050455 0.375 62.5
is_034462 is_050599 0.625 37.5
is_034462 is_050629 0.25 75.0
is_034462 is_050678 0.375 62.5
is_034462 is_050840 0.5 50.0
is_034462 is_050873 0.75 25.0
is_034462 is_050931 0.25 75.0
is_034462 is_050983 0.375 62.5
is_034462 is_051096 0.375 62.5
is_034462 is_051106 0.125 87.5
is_034462 is_051127 0.5 50.0
is_034462 is_051251 0.5 50.0
is_034462 is_051337 0.375 62.5
is_034462 is_051449 0.5 50.0
is_034462 is_051469 0.125 87.5
is_034462 is_051539 0.375 62.5
is_034462 is_051543 0.375 62.5
is_034462 is_051616 0.375 62.5
is_034462 is_051771 0.375 62.5
is_034462 is_051902 0.375 62.5
is_034462 is_052023 0.125 87.5
is_034462 is_052072 0.375 62.5
is_034462 is_052128 0.375 62.5
is_034462 is_052200 0.375 62.5
is_034462 is_052280 0.25 75.0
is_034462 is_052318 0.75 25.0
is_034462 is_052377 0.5 50.0
is_034462 is_052405 0.625 37.5
is_034462 is_052419 0.5 50.0
is_034462 is_052464 0.25 75.0
is_034462 is_052472 0.25 75.0
is_034462 is_052500 0.375 62.5
is_034462 is_052605 0.125 87.5
is_034462 is_052610 0.625 37.5
is_034462 is_052761 0.375 62.5
is_034462 is_052791 0.25 75.0
is_034462 is_052804 0.125 87.5
is_034462 is_052888 0.375 62.5
is_034462 is_053087 0.625 37.5
is_034462 is_053099 0.625 37.5
is_034462 is_053114 0.375 62.5
is_034462 is_053330 0.375 62.5
is_034462 is_053438 0.25 75.0
is_034462 is_053442 0.625 37.5
is_034462 is_053485 0.625 37.5
is_034462 is_053531 0.25 75.0
is_034462 is_053615 0.25 75.0
is_034462 is_053616 0.625 37.5
is_034462 is_053701 0.5 50.0
is_034462 is_053712 0.75 25.0
is_034462 is_053775 0.5 50.0
is_034462 is_053813 0.375 62.5
is_034462 is_053879 0.375 62.5
is_034462 is_053984 0.625 37.5
is_034462 is_054021 0.375 62.5
is_034462 is_054056 0.5 50.0
is_034462 is_054151 0.375 62.5
is_034462 is_054313 0.375 62.5
is_034462 is_054316 0.625 37.5
is_034462 is_054391 0.375 62.5
is_034462 is_054600 0.375 62.5
is_034462 is_054608 0.125 87.5
is_034462 is_054651 0.75 25.0
is_034462 is_054663 0.375 62.5
is_034462 is_054722 0.75 25.0
is_034462 is_054881 0.625 37.5
is_034462 is_054895 0.25 75.0
is_034462 is_054965 0.625 37.5
is_034462 is_054999 0.25 75.0
is_034462 is_055003 0.625 37.5
is_034462 is_055100 0.625 37.5
is_034462 is_055104 0.625 37.5
is_034462 is_055127 0.25 75.0
is_034462 is_055139 0.25 75.0
is_034462 is_055284 0.5 50.0
is_034462 is_055321 0.375 62.5
is_034462 is_055383 0.5 50.0
is_034462 is_055386 0.5 50.0
is_034462 is_055460 0.25 75.0
is_034462 is_055498 0.5 50.0
is_034462 is_055585 0.625 37.5
is_034462 is_055598 0.375 62.5
is_034462 is_055652 0.5 50.0
